gene_name	n_lineages	n_transcripts	lineages	transcripts
CSDE1	3	4	neurons,astrocytes,microglia	ISOT-4e72-3874-6a70-fe5c:s114717250:e114758000:NC:FL,ISOT-5ed0-1f7c-0c4b-510d:s114716900:e114758000:AP:FL,ISOT-8af1-b6e0-b959-14b1:s114716900:e114758000:AP:FL,ISOT-ee86-a7b3-53db-ec68:s114716900:e114758000:NC:FL
CSF1R	3	4	neurons,astrocytes,microglia	ISOT-0db4-c573-2ef1-1ebb:s150053250:e150113400:AP:FL,ISOT-2be8-0e0a-949e-f3ba:s150053250:e150086550:NC:FL,ISOT-3ac8-8a56-2799-56b8:s150053250:e150086550:NC:FL,ISOT-fc88-a14c-2735-ec9f:s150053250:e150086600:AP:FL
CSK	3	3	neurons,astrocytes,microglia	ISOT-8f07-2951-22e6-2959:s74782050:e74803200:AP:FL,ISOT-a65e-d0bd-b2be-b113:s74782050:e74803200:DN:FL,ISOT-b517-ba57-ac25-be76:s74782050:e74803200:NC:FL
CSNK1A1	3	5	neurons,astrocytes,microglia	ISOT-2ffa-f8bf-e328-0b46:s149511750:e149552050:AP:FL,ISOT-48d2-19ba-224b-2e35:s149505300:e149551400:NC:FL,ISOT-9653-19bd-ec3f-ae68:s149492950:e149551450:AP:FL,ISOT-9f84-4b0b-1295-7a56:s149493350:e149551400:AP:FL,ISOT-fe68-3629-59f7-e3b4:s149511750:e149552050:AP:FL
CSNK1D	2	2	neurons,astrocytes	ISOT-56c8-1b08-a1e7-c9b5:s82242650:e82273750:AP:FL,ISOT-6077-5021-2f3b-ea25:s82242650:e82273750:AP:FL
CSRP1	3	2	neurons,astrocytes,microglia	ISOT-11f9-cd73-0b27-6cae:s201483500:e201507150:AP:FL,ISOT-f442-7391-d74a-d7ed:s201483500:e201507150:NC:FL
CSTB	3	3	neurons,astrocytes,microglia	ISOT-6f07-4fb8-fb50-7119:s43773950:e43776350:AP:FL,ISOT-8e62-0b12-929f-d34a:s43772500:e43776350:AP:FL,ISOT-bc38-b122-28f9-2ef8:s43773950:e43777300:AP:FL
CTBP2	3	4	neurons,astrocytes,microglia	ISOT-1502-07a6-af47-fed0:s124988300:e125161050:AP:FL,ISOT-aabc-4931-6994-b8d2:s124988300:e125161050:NC:FL,ISOT-c06a-08c0-541b-802e:s124988300:e125160400:NC:FL,ISOT-d493-a193-fefd-924b:s124984300:e125160600:AP:FL
CTNNA1	3	3	neurons,astrocytes,microglia	ISOT-2bb9-57d3-823b-ad42:s138875450:e138935050:EC:FL,ISOT-378d-6c64-7b9c-c9dc:s138931900:e138935050:AP:FL,ISOT-dd9f-29f0-af8a-47b3:s138753400:e138935050:AP:FL
CTNNA2	3	2	neurons,astrocytes,microglia	ISOT-874b-e05b-a4bf-f783:s79512850:e79911000:AP:FL,ISOT-bb71-f88a-e693-745d:s79512850:e79745500:AP:FL
CTNNAL1	3	2	neurons,astrocytes,microglia	ISOT-00e0-4e11-803b-f75e:s108990700:e109013650:AP:FL,ISOT-bc0a-228f-08b2-2b3e:s108942550:e109013500:AP:FL
CTNNB1	3	4	neurons,astrocytes,microglia	ISOT-064d-3887-07ad-5d4e:s41199500:e41240450:AP:FL,ISOT-33c6-c8a1-8159-6bfa:s41199650:e41240450:NC:FL,ISOT-73cc-f7cb-2534-2886:s41199400:e41240450:AP:FL,ISOT-bd6e-7f09-9c03-d4d4:s41235750:e41240450:NC:FL
CTNND2	3	2	neurons,astrocytes,microglia	ISOT-3053-40f4-fabc-3b95:s10972000:e11384950:AP:FL,ISOT-98d7-70b1-8d56-ecbc:s10971800:e11904450:AP:FL
CTSA	2	2	neurons,microglia	ISOT-4617-1fb8-e77a-a490:s45891300:e45898850:AP:FL,ISOT-b7e6-98ce-6ce2-867d:s45891300:e45898850:EC:FL
CTSB	3	7	neurons,astrocytes,microglia	ISOT-1641-5b6b-e7b2-4c8b:s11842550:e11868150:AP:FL,ISOT-3ce2-a9da-5d31-bebd:s11844300:e11849150:EC:FL,ISOT-42e2-4c8f-4e35-d67d:s11843000:e11868150:AP:FL,ISOT-9144-77f5-20c3-d651:s11842500:e11868100:DN:FL,ISOT-bde5-50ff-af37-751e:s11842500:e11868100:AP:FL,ISOT-d236-3617-749c-24b7:s11844300:e11868100:DN:FL,ISOT-d556-a1e8-f51b-8762:s11844300:e11868100:NC:FL
CTSC	3	7	neurons,astrocytes,microglia	ISOT-3c5c-be35-b8ba-78c1:s88326050:e88337750:AP:FL,ISOT-4ff6-3175-15b1-832d:s88320800:e88337800:AP:FL,ISOT-6aa0-073a-8f37-333a:s88293550:e88337750:AP:FL,ISOT-b032-a3fb-de7a-1a79:s88293550:e88337750:AP:FL,ISOT-b635-7fb1-0a2e-e5fa:s88326050:e88337750:AP:FL,ISOT-fa18-313b-6506-cab2:s88326050:e88337750:AP:FL,ISOT-fa98-0b65-96aa-9e06:s88326050:e88337750:AP:FL
CTSD	3	4	neurons,astrocytes,microglia	ISOT-030c-1121-b669-cab6:s1752750:e1763900:DN:FL,ISOT-153e-530a-e469-b50e:s1752750:e1763950:AP:FL,ISOT-1a4c-2a98-0d9f-a0ba:s1752750:e1763900:NC:FL,ISOT-1fb4-b9a7-4652-2b6a:s1752750:e1763900:EC:FL
CTSL	3	4	neurons,astrocytes,microglia	ISOT-1a57-1b75-3b2b-d0d8:s87726100:e87731400:EC:FL,ISOT-6dad-ffa8-7a7d-0305:s87726100:e87731400:NC:FL,ISOT-c19a-68f3-5627-b646:s87726100:e87731500:AP:FL,ISOT-e444-6a90-ff6b-bfea:s87726100:e87731400:EC:FL
CTSS	3	2	neurons,astrocytes,microglia	ISOT-4186-16e3-f1ab-6b09:s150732350:e150765800:NC:FL,ISOT-c715-b2a3-003b-8e99:s150730150:e150765800:AP:FL
CTSZ	3	2	neurons,astrocytes,microglia	ISOT-04e9-769b-1f1a-4231:s58995150:e59007300:AP:FL,ISOT-3235-5414-a1f1-6b10:s58995150:e59007300:AP:FL
CTTN	2	3	astrocytes,microglia	ISOT-00e0-bbc5-b493-5650:s70398500:e70436600:AP:FL,ISOT-4796-f13f-229f-c914:s70398500:e70408350:AP:FL,ISOT-fa17-157e-5464-5678:s70398500:e70436600:AP:FL
CTXN1	2	2	neurons,microglia	ISOT-4fa2-0958-a29f-82e1:s7924450:e7926150:AP:FL,ISOT-bf0a-b10f-c10f-48bd:s7924450:e7926200:AP:FL
CUTA	3	4	neurons,astrocytes,microglia	ISOT-4efb-2f09-631e-ff95:s33416550:e33417950:AP:FL,ISOT-6534-613b-e32c-21c5:s33416400:e33418350:AP:FL,ISOT-6ef0-0d35-8bff-1ddf:s33416400:e33418150:AP:FL,ISOT-c48b-6eeb-f5ad-f004:s33416550:e33418400:EC:FL
CUTALP	3	2	neurons,astrocytes,microglia	ISOT-0000-0000-0000-ae6d:s120843050:e120845350:AP:FL,ISOT-2b97-2fca-fa80-8929:s120843050:e120845350:AP:FL
CWC27	3	2	neurons,astrocytes,microglia	ISOT-9c57-6ef3-ee6f-50b1:s64768900:e64843000:AP:FL,ISOT-fdbe-ccf1-8c13-09af:s64768900:e65018800:AP:FL
CXADR	3	2	neurons,astrocytes,microglia	ISOT-8741-ff38-a5fb-a0bb:s17513000:e17570150:AP:FL,ISOT-d613-ef7d-3638-864d:s17512800:e17561450:AP:FL
CXCL16	3	3	neurons,astrocytes,microglia	ISOT-4244-73a1-e50e-19e7:s4733500:e4739950:AP:FL,ISOT-51af-ae6b-8eba-bc8f:s4733550:e4736400:AP:FL,ISOT-51e5-7e88-c94b-7b87:s4734250:e4739950:AP:FL
CYB561D2	3	2	neurons,astrocytes,microglia	ISOT-806b-af42-03e3-de03:s50350850:e50354100:AP:FL,ISOT-d9f7-29f4-5d9c-f2f8:s50350800:e50354100:AP:FL
CYB5R3	3	2	neurons,astrocytes,microglia	ISOT-3f39-91e8-b5c4-97b7:s42618800:e42649400:NC:FL,ISOT-6e77-2400-6881-f0e5:s42617800:e42649400:AP:FL
CYBB	3	4	neurons,astrocytes,microglia	ISOT-0104-a59f-414b-d581:s37780050:e37813500:AP:FL,ISOT-d372-1145-da35-d609:s37780000:e37811000:NC:FL,ISOT-d69e-e486-8cc2-f987:s37780000:e37813500:AP:FL,ISOT-ff0b-5ff1-9318-5f37:s37780050:e37813500:NC:FL
CYFIP1	3	6	neurons,astrocytes,microglia	ISOT-48e5-5d49-302c-0ff0:s22869450:e22980400:EC:FL,ISOT-5c64-0c94-b097-8a4e:s22869450:e22980400:NC:FL,ISOT-8ebc-0f03-9cb7-839d:s22869450:e22980400:NC:FL,ISOT-9d5e-c891-6e7c-3c3c:s22867050:e22980400:AP:FL,ISOT-aebc-e15e-09ee-1a3a:s22869450:e22980450:EC:FL,ISOT-fbc1-fdf6-2c47-112e:s22869450:e22875250:NC:FL
CYLD	3	2	neurons,astrocytes,microglia	ISOT-0746-8aaa-752b-3199:s50742050:e50801950:AP:FL,ISOT-c2f5-f926-31ce-589c:s50742000:e50792700:AP:FL
CYP51A1	3	6	neurons,astrocytes,microglia	ISOT-1e58-a4e5-d5c7-acca:s92113250:e92134800:NC:FL,ISOT-56b8-974f-b612-eecd:s92084950:e92134550:AP:FL,ISOT-8572-b980-7617-33ff:s92113100:e92134500:NC:FL,ISOT-e9e1-c93c-025c-b258:s92112150:e92134500:AP:FL,ISOT-fc8c-3272-edc6-a70e:s92112150:e92134500:NC:FL,ISOT-fdd1-ca57-92d7-9e61:s92113100:e92134500:NC:FL
CYRIB	3	3	neurons,astrocytes,microglia	ISOT-71c4-738a-8333-fab3:s129841450:e130016500:AP:FL,ISOT-75bf-6346-4bd0-cac5:s129839550:e129939850:AP:FL,ISOT-cee6-45a1-3407-fcc2:s129841450:e129939900:AP:FL
CYTH2	3	2	neurons,astrocytes,microglia	ISOT-3833-7841-cf18-d5c6:s48469350:e48479400:NC:FL,ISOT-8a1f-1e4d-ae81-bad1:s48469300:e48479400:AP:FL
CYTOR	2	2	neurons,astrocytes	ISOT-311a-52e3-f1dc-5255:s87455450:e87521550:EC:FL,ISOT-e933-1db0-6902-385e:s87455400:e87521550:AP:FL
DAAM1	3	4	neurons,astrocytes,microglia	ISOT-04f0-7e43-0164-7e11:s59188650:e59371450:AP:FL,ISOT-49ec-bd81-f50e-8f44:s59188700:e59367550:DN:FL,ISOT-c311-b4c9-828d-07fe:s59188700:e59330600:NC:FL,ISOT-da04-48ba-489e-b06c:s59188600:e59330600:AP:FL
DAB2	3	6	neurons,astrocytes,microglia	ISOT-0166-e0ce-a28d-8c8c:s39385150:e39425150:NC:FL,ISOT-0764-3045-dbef-9dea:s39371650:e39425000:AP:FL,ISOT-264f-226e-38a2-54c4:s39385250:e39425000:EC:FL,ISOT-4579-7661-541b-d310:s39372600:e39425000:NC:FL,ISOT-47bf-6d1a-15a5-711f:s39389850:e39425400:AP:FL,ISOT-e2ea-2441-c132-40c5:s39371650:e39425250:AP:FL
DACH1	3	2	neurons,astrocytes,microglia	ISOT-67eb-4328-1b6a-c201:s71437950:e71867250:AP:FL,ISOT-d6cf-5af6-501c-531d:s71437950:e71867250:AP:FL
DANCR	3	2	neurons,astrocytes,microglia	ISOT-4ede-ac7a-1c1b-accc:s52712300:e52714150:AP:FL,ISOT-e11e-d8d9-747b-9911:s52712500:e52714150:AP:FL
DAP	3	2	neurons,astrocytes,microglia	ISOT-1332-5823-28a7-12ca:s10679200:e10761150:NC:FL,ISOT-66d8-87cb-489f-dbfa:s10679200:e10761250:AP:FL
DAP3	2	2	neurons,astrocytes	ISOT-5910-34f6-ca70-e1fa:s155689050:e155738550:AP:FL,ISOT-a446-a798-ebd2-eba2:s155689050:e155739050:AP:FL
DAPK3	3	2	neurons,astrocytes,microglia	ISOT-082d-a919-afcd-774a:s3958450:e3971150:AP:FL,ISOT-553e-645a-b210-800e:s3969300:e3971150:AP:FL
DAXX	2	2	astrocytes,microglia	ISOT-9ccc-27d7-759a-a785:s33318550:e33323000:AP:FL,ISOT-a015-ec04-45aa-0a80:s33318550:e33323000:AP:FL
DBI	3	2	neurons,astrocytes,microglia	ISOT-2973-0da3-6554-acec:s119366950:e119372550:AP:FL,ISOT-29d3-3e83-c006-db11:s119366950:e119372500:AP:FL
DBNDD1	3	2	neurons,astrocytes,microglia	ISOT-6eb7-d1b2-c27d-ffa3:s90004850:e90019900:AP:FL,ISOT-ac34-d418-6ea3-416c:s90004850:e90019500:AP:FL
DBNDD2	3	2	neurons,astrocytes,microglia	ISOT-1437-5429-9ad6-a19a:s45406050:e45410650:AP:FL,ISOT-3060-40bb-9d02-5d70:s45406600:e45410650:AP:FL
DBNL	2	2	neurons,microglia	ISOT-0f4d-903c-618f-fa6a:s44044700:e44061650:EC:FL,ISOT-3a42-e8b0-9f4f-a21b:s44044700:e44061750:AP:FL
DCLK1	3	2	neurons,astrocytes,microglia	ISOT-433d-db47-2a43-76c8:s35768650:e36131400:AP:FL,ISOT-ca95-3536-4011-9b06:s35771300:e35855650:AP:FL
DCTD	2	2	neurons,astrocytes	ISOT-f1a7-0710-d2d7-4ad2:s182890050:e182917400:AP:FL,ISOT-fef1-38b2-6e12-6490:s182890100:e182917400:AP:FL
DCTN2	3	3	neurons,astrocytes,microglia	ISOT-4f67-2574-6ead-58cc:s57530050:e57547200:AP:FL,ISOT-97f4-96be-6905-a7f9:s57530300:e57547200:NC:FL,ISOT-b936-7642-0531-0d08:s57544400:e57547250:AP:FL
DCTN3	2	2	neurons,microglia	ISOT-4b25-9a05-fabc-16df:s34613500:e34620500:AP:FL,ISOT-e0e6-2fc8-bb63-755b:s34613550:e34620450:AP:FL
DCUN1D5	3	3	neurons,astrocytes,microglia	ISOT-1e53-b5d8-9d59-a944:s103050650:e103092200:AP:FL,ISOT-9a17-92b3-e5cd-19fd:s103064250:e103092150:AP:FL,ISOT-ec36-560a-e6c5-f2ed:s103062050:e103211450:AP:FL
DCX	3	4	neurons,astrocytes,microglia	ISOT-1c38-3f21-d7af-e9ab:s111300600:e111412450:AP:FL,ISOT-7cf8-c3de-f7bb-3227:s111300600:e111412200:NC:FL,ISOT-b784-1d24-c146-ba59:s111293750:e111411150:AP:FL,ISOT-d5ed-9bea-dbbf-7a88:s111300600:e111412200:EC:FL
DCXR	3	3	neurons,astrocytes,microglia	ISOT-18aa-461a-db6d-129f:s82035850:e82037700:AP:FL,ISOT-ab4b-57b0-2a92-2231:s82035850:e82037700:AP:FL,ISOT-cef4-6aeb-be4f-2842:s82035850:e82037700:AP:FL
DDAH1	3	2	neurons,astrocytes,microglia	ISOT-390b-ac97-55be-151f:s85318450:e85464800:NC:FL,ISOT-fa6d-6b43-3bc7-6bda:s85318450:e85578350:AP:FL
DDAH2	2	2	neurons,microglia	ISOT-a4be-d15a-c893-459a:s31727000:e31729300:AP:FL,ISOT-d3d1-80fa-4545-9f8c:s31727000:e31730650:AP:FL
DDB1	2	2	astrocytes,microglia	ISOT-398c-5bd0-9d66-2a46:s61299400:e61303250:NC:FL,ISOT-f4c7-4215-ba22-8f1f:s61299450:e61333150:NC:FL
DDIT4L	3	2	neurons,astrocytes,microglia	ISOT-2351-ccab-31b8-b6ec:s100185850:e100190800:DN:FL,ISOT-f1fe-339d-2402-e70a:s100185850:e100190500:AP:FL
DDX1	3	3	neurons,astrocytes,microglia	ISOT-181a-4d40-b62a-7751:s15591850:e15631150:NC:FL,ISOT-8908-e3e6-11cb-1afd:s15591850:e15631150:EC:FL,ISOT-e29f-3872-d1b8-2ede:s15591250:e15597450:AP:FL
DDX17	3	3	neurons,astrocytes,microglia	ISOT-6eea-d2e8-a942-bc0a:s38483400:e38506350:AP:FL,ISOT-788c-0ae1-97a4-d049:s38485650:e38506300:AP:FL,ISOT-ab6b-d230-af3e-766b:s38483400:e38506350:AP:FL
DDX18	3	2	neurons,astrocytes,microglia	ISOT-05c4-0f2d-f841-14a7:s117814650:e117832400:AP:FL,ISOT-9378-b3d5-bae1-bc78:s117814550:e117819700:AP:FL
DDX21	3	2	neurons,astrocytes,microglia	ISOT-48cd-098b-24eb-575d:s68956150:e68985100:AP:FL,ISOT-7a86-cdfe-e148-e1c8:s68956100:e68979300:AP:FL
DDX24	3	3	neurons,astrocytes,microglia	ISOT-48a0-54a0-c706-f0ad:s94078950:e94081150:AP:FL,ISOT-b77e-4bbd-4a70-5a63:s94050900:e94081250:DN:FL,ISOT-da59-4461-a0d5-c0d4:s94048250:e94081250:AP:FL
DDX39B	3	2	neurons,astrocytes,microglia	ISOT-3339-895c-1646-e85c:s31530200:e31542450:AP:FL,ISOT-bb51-1b2a-1dc5-bcf6:s31530200:e31542050:AP:FL
DDX3X	2	3	neurons,microglia	ISOT-6598-7050-b98c-82b3:s41334150:e41351700:AP:FL,ISOT-a0f4-afd1-9103-a125:s41334150:e41350250:AP:FL,ISOT-d59a-9f62-b3d3-ff15:s41333450:e41350050:AP:FL
DDX42	2	2	neurons,microglia	ISOT-07c0-26f6-c3d7-3a26:s63774150:e63819350:AP:FL,ISOT-a88c-083b-b025-d0dc:s63773850:e63819350:AP:FL
DDX5	3	5	neurons,astrocytes,microglia	ISOT-5501-c3aa-f39a-28e4:s64499600:e64506300:NC:FL,ISOT-7957-b382-22a4-2d60:s64498250:e64506300:AP:FL,ISOT-9a77-c9fa-7644-190c:s64499600:e64506300:NC:FL,ISOT-a94e-2173-d6b8-7646:s64499600:e64506300:NC:FL,ISOT-ef77-1458-b7d0-c24f:s64499600:e64506300:AP:FL
DDX6	3	2	neurons,astrocytes,microglia	ISOT-1a76-2960-5b49-bb76:s118750150:e118791100:AP:FL,ISOT-cd9e-f0de-d65a-75df:s118751800:e118791200:EC:FL
DECR1	3	2	neurons,astrocytes,microglia	ISOT-b2c7-a1dc-eecb-0784:s90001450:e90053650:AP:FL,ISOT-d37e-2560-fb44-3dc4:s90001450:e90052000:AP:FL
DEF8	3	2	neurons,astrocytes,microglia	ISOT-3b18-1422-d2e6-307c:s89948750:e89959400:AP:FL,ISOT-4cc4-4ea4-61eb-d069:s89948700:e89959400:AP:FL
DEK	3	5	neurons,astrocytes,microglia	ISOT-0b83-48cc-42ee-14a6:s18223850:e18264550:AP:FL,ISOT-0dc0-587d-33cf-7df8:s18225650:e18264300:AP:FL,ISOT-430d-d0af-e5bd-f191:s18224200:e18264250:AP:FL,ISOT-6a12-c95c-0472-5ce7:s18237400:e18264500:NC:FL,ISOT-ede5-6e47-e361-4330:s18226200:e18264500:NC:FL
DENR	2	2	astrocytes,microglia	ISOT-0415-f241-79bf-3ccd:s122752700:e122767600:AP:FL,ISOT-a22e-0f62-ab73-e787:s122752800:e122771100:AP:FL
DFFA	3	2	neurons,astrocytes,microglia	ISOT-2a50-5620-2d7e-67cd:s10462450:e10472500:AP:FL,ISOT-f906-7954-7f5a-9c27:s10456500:e10472550:AP:FL
DGUOK	3	6	neurons,astrocytes,microglia	ISOT-0438-3aa2-3541-c1fa:s73926850:e73958950:AP:FL,ISOT-4b69-7937-e046-ab74:s73926850:e73958950:AP:FL,ISOT-4ec4-d79c-b77a-dbe2:s73926800:e73959000:AP:FL,ISOT-5d1e-6052-6993-f222:s73926800:e73959000:AP:FL,ISOT-71f5-2c40-9732-799a:s73926850:e73958950:EC:FL,ISOT-7bb4-ff3f-8134-db59:s73926750:e73958950:AP:FL
DHRS3	3	2	neurons,astrocytes,microglia	ISOT-1d86-35e8-5d7e-fa60:s12567900:e12620000:AP:FL,ISOT-6ba2-2ff4-d3cb-3d9a:s12567900:e12618250:AP:FL
DHX15	3	3	neurons,astrocytes,microglia	ISOT-470c-1b31-21f1-f939:s24539850:e24584650:AP:FL,ISOT-a767-0d66-c1ec-60f7:s24527450:e24584550:NC:FL,ISOT-c943-4237-481a-0678:s24527450:e24584600:AP:FL
DHX36	3	3	neurons,astrocytes,microglia	ISOT-5ee7-bcda-a22c-a641:s154272500:e154324500:AP:FL,ISOT-7177-48fa-53a2-ee5c:s154301000:e154324450:NC:FL,ISOT-f6e6-ed43-ee76-4e21:s154301000:e154324550:AP:FL
DHX9	3	3	neurons,astrocytes,microglia	ISOT-5371-6a60-ea1c-a5bc:s182839300:e182887800:NC:FL,ISOT-8d89-c559-4005-2c39:s182839300:e182887750:NC:FL,ISOT-9879-e12f-4a5b-6183:s182839300:e182888000:AP:FL
DIABLO	2	2	astrocytes,microglia	ISOT-58cb-ea16-41bf-3659:s122207750:e122226100:AP:FL,ISOT-67f6-6da2-461f-30ef:s122207650:e122226100:AP:FL
DIAPH3	3	2	neurons,astrocytes,microglia	ISOT-7c0e-e307-1d0f-3b8d:s59665550:e60163950:AP:FL,ISOT-ab60-1019-9018-c9c6:s59924800:e60164050:AP:FL
DICER1	3	3	neurons,astrocytes,microglia	ISOT-4369-49a7-3bb4-0a6d:s95107650:e95157500:AP:FL,ISOT-7abf-096c-1efe-e3d0:s95086200:e95089250:AP:FL,ISOT-7ced-4888-1206-58bd:s95086500:e95157450:AP:FL
DIS3	3	2	neurons,astrocytes,microglia	ISOT-1070-c564-6fb3-e25a:s72759650:e72781900:AP:FL,ISOT-23b5-d57b-aca9-e026:s72759000:e72781950:NC:FL
DIXDC1	3	2	neurons,astrocytes,microglia	ISOT-f1a6-a2c8-ab8e-88a3:s111937150:e111995600:NC:FL,ISOT-fb3a-a792-4ea1-8cf7:s111937300:e112022700:AP:FL
DKK3	3	2	neurons,astrocytes,microglia	ISOT-03ee-695a-27ab-0d61:s11963000:e12008650:AP:FL,ISOT-e361-f60e-e044-bab5:s11963100:e12008650:AP:FL
DLL3	3	2	neurons,astrocytes,microglia	ISOT-56c6-be38-d16f-c02f:s39498950:e39508500:AP:FL,ISOT-ba67-4cef-4523-1479:s39498900:e39508500:AP:FL
DMXL2	3	2	neurons,astrocytes,microglia	ISOT-4475-31d6-7165-2b43:s51447700:e51622850:AP:FL,ISOT-993c-8ec0-6df8-bee3:s51447750:e51450700:AP:FL
DNAAF2	3	2	neurons,astrocytes,microglia	ISOT-8e99-708a-fda8-4c08:s49625150:e49635250:AP:FL,ISOT-c72f-f40d-a78d-c944:s49625150:e49635250:AP:FL
DNAJA1	2	2	neurons,microglia	ISOT-03c9-8e31-2944-646f:s33025250:e33039950:AP:FL,ISOT-40ee-7a44-f641-2f40:s33025250:e33039100:NC:FL
DNAJB6	3	2	neurons,astrocytes,microglia	ISOT-21ed-961c-117c-e9ac:s157337000:e157417450:AP:FL,ISOT-434e-db46-a89e-0d29:s157336950:e157386350:AP:FL
DNAJC1	3	5	neurons,astrocytes,microglia	ISOT-3be0-2213-94c1-563e:s21756500:e22003750:AP:FL,ISOT-999e-2a93-5638-607b:s21756550:e21807300:EC:FL,ISOT-cd1f-0103-c382-f0cb:s21920750:e22003400:DN:FL,ISOT-ddab-3ac1-ad72-94b9:s21904550:e21929350:AP:FL,ISOT-e0b1-d131-fe65-20a8:s21756550:e21929100:NC:FL
DNAJC18	3	2	neurons,astrocytes,microglia	ISOT-218f-f4e8-4b80-5096:s139411650:e139439500:AP:FL,ISOT-c509-0d5b-6721-c0b5:s139410200:e139439550:AP:FL
DNAJC2	3	2	neurons,astrocytes,microglia	ISOT-a4b6-56af-f844-b95b:s103312250:e103344800:AP:FL,ISOT-c65d-cbf5-e8fb-828e:s103312500:e103344800:EC:FL
DNAJC3	3	2	neurons,astrocytes,microglia	ISOT-c47d-1874-d562-c288:s95677150:e95791850:AP:FL,ISOT-d7df-ef2f-02fc-1e72:s95677100:e95795000:AP:FL
DNAJC5	2	2	astrocytes,microglia	ISOT-22fa-9b68-7587-b713:s63895100:e63936050:AP:FL,ISOT-662d-d313-4b75-40f1:s63895150:e63936050:AP:FL
DNAJC6	3	2	neurons,astrocytes,microglia	ISOT-4211-389b-db22-4f56:s65309500:e65415900:AP:FL,ISOT-de64-2dec-cfcc-c90e:s65264650:e65415300:EC:FL
DNER	3	2	neurons,astrocytes,microglia	ISOT-9a43-f884-ca23-7e1a:s229357600:e229407350:AP:FL,ISOT-bc64-36ca-aaf8-b2fd:s229357600:e229714600:EC:FL
DNM1	3	2	neurons,astrocytes,microglia	ISOT-d64e-d680-78b2-f860:s128203300:e128219850:AP:FL,ISOT-e338-c016-2793-6691:s128203350:e128242350:EC:FL
DNM1L	3	2	neurons,astrocytes,microglia	ISOT-beff-c011-15ea-8b92:s32679250:e32745550:AP:FL,ISOT-ff7b-a011-7cf5-6f48:s32679200:e32745600:AP:FL
DNM3	3	2	neurons,astrocytes,microglia	ISOT-5219-a818-0b4a-bce1:s171841450:e172131300:NC:FL,ISOT-f304-7563-d6c6-f8b7:s171841500:e172412750:AP:FL
DNMT1	3	3	neurons,astrocytes,microglia	ISOT-a43f-8992-750f-c1d7:s10162700:e10194950:NC:FL,ISOT-d389-2a4c-a600-d88c:s10133300:e10195150:AP:FL,ISOT-d46d-9db2-b962-3d96:s10162700:e10195000:NC:FL
DNPH1	2	2	neurons,microglia	ISOT-82cc-8476-3127-6f24:s43225600:e43229500:AP:FL,ISOT-8d00-0072-a24f-14a9:s43225600:e43229500:AP:FL
DNTTIP2	2	2	neurons,astrocytes	ISOT-85cb-b2c4-0168-182e:s93869750:e93879200:AP:FL,ISOT-951d-162e-55d1-1d15:s93869750:e93879250:AP:FL
DOCK2	3	2	neurons,astrocytes,microglia	ISOT-0499-51f2-591e-fcb6:s169637250:e169700950:AP:FL,ISOT-ce67-07ec-261a-1c3e:s169637250:e170083400:AP:FL
DOCK8	3	3	neurons,astrocytes,microglia	ISOT-453a-424c-a1e8-3e05:s214600:e325800:AP:FL,ISOT-4fab-c2f2-3eef-e0dc:s214850:e335150:AP:FL,ISOT-75b3-6577-62e7-959e:s420100:e465300:AP:FL
DOK5	3	2	neurons,astrocytes,microglia	ISOT-ec6a-0b96-93c6-26e1:s54475550:e54651200:AP:FL,ISOT-f5a1-18f1-1ed5-7f95:s54475550:e54651200:AP:FL
DPF2	2	2	neurons,astrocytes	ISOT-6ecd-2894-efe9-6256:s65333850:e65353000:AP:FL,ISOT-e5c5-8e36-c47a-3b81:s65333850:e65354300:AP:FL
DPH3	3	2	neurons,astrocytes,microglia	ISOT-2c6d-0208-fc1a-0a78:s16257050:e16264950:AP:FL,ISOT-986d-d611-d4f2-3023:s16257950:e16265000:AP:FL
DPM3	3	2	neurons,astrocytes,microglia	ISOT-3ac1-bba8-2663-230f:s155139850:e155140550:AP:FL,ISOT-c3bb-2d03-a513-deba:s155139850:e155140600:AP:FL
DPYSL2	3	3	neurons,astrocytes,microglia	ISOT-8491-d464-d237-eeb1:s26577850:e26658200:AP:FL,ISOT-8637-ea20-ab65-df28:s26514000:e26658200:AP:FL,ISOT-8f81-3ff0-825a-d0fa:s26577800:e26658200:AP:FL
DPYSL3	3	5	neurons,astrocytes,microglia	ISOT-32ad-d600-15de-a292:s147390800:e147453900:AP:FL,ISOT-5952-2266-c178-aee0:s147393350:e147454300:EC:FL,ISOT-c5bd-3180-6853-b4a0:s147390800:e147510100:AP:FL,ISOT-de3a-4dfb-449a-4d3d:s147390800:e147453700:DN:FL,ISOT-df25-8850-517c-9b44:s147390800:e147454000:AP:FL
DRAP1	3	2	neurons,astrocytes,microglia	ISOT-65c9-f87c-5193-e535:s65919700:e65921600:AP:FL,ISOT-e69c-325d-cf6b-a656:s65919400:e65921600:AP:FL
DSE	2	2	neurons,microglia	ISOT-5a42-2cb4-80a3-b2e6:s116254150:e116438300:EC:FL,ISOT-d313-ef26-2524-6010:s116370350:e116441300:AP:FL
DSP	3	2	neurons,astrocytes,microglia	ISOT-3d4e-946b-7101-24e4:s7541650:e7582950:DN:FL,ISOT-a1ef-007e-b787-e24b:s7541300:e7586750:AP:FL
